4.0469e-09,4.1656e-09,4.1971e-09,4.2719e-09,4.3252e-09,4.4289e-09,4.4967e-09,4.5181e-09,4.627e-09,4.753e-09,4.9145e-09,4.9302e-09,5.0113e-09,5.027e-09,5.2347e-09,5.2949e-09,5.3367e-09,5.4957e-09,5.6715e-09,5.683e-09,5.7133e-09,5.7415e-09,5.7973e-09,5.8446e-09,6.0137e-09,6.0349e-09,6.497e-09,6.7424e-09,6.8585e-09,7.1165e-09,7.234e-09,7.6334e-09,7.6571e-09,7.7148e-09,8.1474e-09,8.3916e-09,8.5049e-09,8.7283e-09,8.7549e-09,8.8316e-09,8.9594e-09,8.9736e-09,9.2579e-09,9.5089e-09,9.6327e-09,9.7724e-09,9.7716e-09,9.8323e-09,9.9156e-09,9.9432e-09
6.0447,6.0573,6.0698,6.085,6.1044,6.1084,6.1183,6.1316,6.1373,6.1505,6.1841,6.1857,6.1973,6.1985,6.2023,6.2075,6.2193,6.232,6.2358,6.2374,6.24,6.241,6.2439,6.2461,6.2501,6.265,6.2688,6.269,6.2997,6.3001,6.3042,6.3088,6.3132,6.3201,6.3491,6.3513,6.3643,6.3653,6.3744,6.3846,6.3898,6.3974,6.4018,6.4158,6.4213,6.4263,6.4264,6.4292,6.4363,6.4401
12.083,12.109,12.134,12.164,12.203,12.211,12.231,12.257,12.269,12.295,12.362,12.365,12.389,12.391,12.398,12.409,12.433,12.458,12.466,12.469,12.474,12.476,12.482,12.486,12.494,12.524,12.531,12.532,12.593,12.594,12.602,12.611,12.62,12.634,12.692,12.696,12.722,12.724,12.743,12.763,12.773,12.789,12.797,12.825,12.836,12.846,12.847,12.852,12.866,12.874
18.11,18.148,18.185,18.231,18.289,18.301,18.331,18.371,18.388,18.427,18.528,18.533,18.568,18.571,18.582,18.598,18.633,18.672,18.683,18.688,18.695,18.698,18.707,18.714,18.726,18.77,18.782,18.782,18.874,18.875,18.888,18.902,18.915,18.935,19.022,19.029,19.068,19.071,19.098,19.128,19.144,19.167,19.18,19.222,19.239,19.253,19.254,19.262,19.284,19.295
24.119,24.169,24.219,24.28,24.357,24.373,24.413,24.466,24.489,24.541,24.676,24.682,24.728,24.733,24.748,24.769,24.816,24.867,24.882,24.888,24.898,24.902,24.914,24.923,24.939,24.998,25.013,25.014,25.137,25.138,25.155,25.173,25.19,25.218,25.334,25.343,25.394,25.398,25.435,25.475,25.496,25.527,25.544,25.6,25.622,25.642,25.642,25.653,25.682,25.697
30.104,30.167,30.229,30.305,30.402,30.421,30.471,30.537,30.566,30.631,30.799,30.807,30.864,30.87,30.889,30.915,30.974,31.037,31.056,31.064,31.077,31.082,31.096,31.108,31.128,31.202,31.22,31.222,31.375,31.376,31.397,31.42,31.441,31.476,31.62,31.631,31.696,31.701,31.747,31.797,31.823,31.861,31.883,31.953,31.98,32.005,32.005,32.019,32.055,32.074
36.06,36.135,36.209,36.3,36.416,36.44,36.499,36.578,36.612,36.691,36.892,36.901,36.97,36.977,37,37.031,37.101,37.177,37.2,37.209,37.225,37.231,37.248,37.261,37.285,37.374,37.396,37.398,37.581,37.583,37.608,37.636,37.661,37.703,37.876,37.889,37.966,37.972,38.027,38.087,38.118,38.164,38.19,38.274,38.306,38.336,38.337,38.353,38.396,38.419
41.98,42.067,42.154,42.259,42.394,42.422,42.491,42.583,42.623,42.715,42.948,42.959,43.04,43.048,43.074,43.111,43.192,43.281,43.307,43.318,43.336,43.343,43.363,43.379,43.406,43.51,43.536,43.537,43.751,43.753,43.782,43.814,43.844,43.892,44.094,44.109,44.199,44.206,44.27,44.34,44.376,44.429,44.459,44.557,44.595,44.63,44.631,44.65,44.699,44.726
47.858,47.957,48.057,48.177,48.33,48.362,48.441,48.546,48.591,48.696,48.962,48.974,49.066,49.076,49.106,49.147,49.241,49.341,49.371,49.384,49.404,49.412,49.435,49.453,49.485,49.602,49.632,49.634,49.877,49.88,49.913,49.949,49.984,50.039,50.268,50.286,50.388,50.396,50.469,50.549,50.59,50.651,50.685,50.796,50.84,50.879,50.88,50.902,50.959,50.989
53.689,53.801,53.912,54.047,54.219,54.255,54.343,54.461,54.512,54.629,54.928,54.942,55.045,55.055,55.089,55.136,55.24,55.353,55.387,55.401,55.424,55.433,55.458,55.478,55.514,55.646,55.679,55.682,55.954,55.957,55.994,56.035,56.074,56.136,56.393,56.413,56.528,56.536,56.618,56.708,56.754,56.822,56.861,56.985,57.034,57.078,57.08,57.104,57.168,57.201
59.467,59.591,59.714,59.864,60.054,60.094,60.191,60.322,60.379,60.509,60.839,60.855,60.969,60.981,61.018,61.069,61.185,61.31,61.348,61.363,61.388,61.398,61.427,61.449,61.489,61.635,61.672,61.674,61.976,61.98,62.02,62.066,62.108,62.177,62.462,62.484,62.612,62.621,62.711,62.811,62.862,62.937,62.98,63.118,63.172,63.221,63.223,63.25,63.32,63.357
65.187,65.322,65.457,65.621,65.83,65.873,65.981,66.124,66.186,66.328,66.691,66.707,66.833,66.846,66.886,66.943,67.07,67.207,67.248,67.265,67.293,67.304,67.335,67.359,67.402,67.563,67.603,67.606,67.937,67.941,67.986,68.035,68.082,68.157,68.47,68.494,68.634,68.644,68.743,68.852,68.908,68.991,69.038,69.189,69.248,69.302,69.303,69.333,69.41,69.451
70.842,70.989,71.136,71.314,71.541,71.588,71.705,71.861,71.928,72.082,72.476,72.495,72.631,72.645,72.689,72.751,72.889,73.038,73.082,73.101,73.131,73.142,73.176,73.203,73.25,73.424,73.468,73.471,73.831,73.835,73.883,73.938,73.988,74.07,74.41,74.436,74.588,74.599,74.707,74.825,74.886,74.976,75.027,75.191,75.256,75.314,75.316,75.348,75.432,75.476
76.427,76.586,76.745,76.937,77.182,77.232,77.358,77.526,77.598,77.766,78.19,78.21,78.357,78.372,78.42,78.486,78.635,78.796,78.844,78.864,78.896,78.909,78.946,78.974,79.025,79.213,79.26,79.264,79.652,79.656,79.709,79.767,79.822,79.91,80.277,80.304,80.468,80.48,80.597,80.724,80.791,80.887,80.942,81.119,81.189,81.252,81.254,81.288,81.379,81.427
81.937,82.107,82.277,82.483,82.746,82.8,82.935,83.115,83.193,83.372,83.827,83.849,84.006,84.022,84.073,84.145,84.304,84.477,84.528,84.549,84.584,84.598,84.637,84.668,84.722,84.924,84.975,84.978,85.394,85.399,85.455,85.518,85.576,85.671,86.064,86.094,86.269,86.282,86.407,86.544,86.615,86.718,86.778,86.968,87.042,87.11,87.111,87.149,87.246,87.297
87.366,87.548,87.729,87.949,88.229,88.286,88.43,88.622,88.705,88.896,89.382,89.404,89.572,89.589,89.644,89.72,89.89,90.074,90.129,90.151,90.189,90.203,90.245,90.278,90.336,90.55,90.605,90.608,91.052,91.057,91.117,91.184,91.246,91.347,91.766,91.798,91.986,91.999,92.132,92.278,92.354,92.464,92.527,92.73,92.809,92.881,92.883,92.923,93.027,93.081
92.709,92.901,93.094,93.327,93.624,93.685,93.838,94.042,94.13,94.332,94.848,94.872,95.05,95.068,95.126,95.206,95.387,95.582,95.64,95.665,95.704,95.719,95.764,95.799,95.86,96.088,96.146,96.149,96.621,96.625,96.689,96.76,96.826,96.933,97.378,97.412,97.611,97.625,97.766,97.921,98.002,98.119,98.186,98.401,98.485,98.561,98.563,98.605,98.716,98.773
